strain	submitting_lab	originating_lab	virus	segment
B/Lao/4488/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/4001/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Nagasaki/15N048/2016	niigata_university	niigata_university	vic	pb2
B/Nagasaki/15N040/2016	niigata_university	niigata_university	vic	pb2
B/Lao/4651/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/276/2017	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/227/2017	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/F0548/2017	national_institute_of_infectious_diseases_(niid)	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/324/2017	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/F0056/2017	national_institute_of_infectious_diseases_(niid)	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/743/2017	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/3830/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Bangladesh/451/2016	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Singapore/INFKK-16-0467/2016	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Singapore/GP0531/2017	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Bangladesh/8002/2017	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Singapore/INFGP-16-0980/2016	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Bangladesh/2025/2017	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Indonesia/Nihrd-Lpg592/2017	centers_for_disease_control_and_prevention	ministry_of_health,_nihrd	vic	pb2
B/Indonesia/Nihrd-Lpg590/2017	centers_for_disease_control_and_prevention	ministry_of_health,_nihrd	vic	pb2
B/Indonesia/Nihrd-Lpg584/2017	centers_for_disease_control_and_prevention	ministry_of_health,_nihrd	vic	pb2
B/Singapore/TT0739/2017	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/TimorLeste/41/2018	who_collaborating_centre_for_reference_and_research_on_influenza	laboratório_nacional_da_saúde	vic	pb2
B/TimorLeste/52/2018	who_collaborating_centre_for_reference_and_research_on_influenza	laboratório_nacional_da_saúde	vic	pb2
B/TimorLeste/40/2018	who_collaborating_centre_for_reference_and_research_on_influenza	laboratório_nacional_da_saúde	vic	pb2
B/NewZealand/1230/2016	centers_for_disease_control_and_prevention	institute_of_environmental_science_&_research	vic	pb2
B/Fukui/20/2018	national_institute_of_infectious_diseases_(niid)	fukui_prefectural_institute_of_public_health	vic	pb2
B/Nigeria/3351/2018	centers_for_disease_control_and_prevention	national_influenza_reference_laboratory	vic	pb2
B/Oman/2651/2019	centers_for_disease_control_and_prevention	central_public_health_laboratory,_ministry_of_health	vic	pb2
B/Niger/6134/2018-egg	centers_for_disease_control_and_prevention	centre_de_recherche_medicale_et_sanitaire_(cermes)	vic	pb2
B/Niger/6134/2018	centers_for_disease_control_and_prevention	centre_de_recherche_medicale_et_sanitaire_(cermes)	vic	pb2
B/RhodeIsland/1/2019-egg	centers_for_disease_control_and_prevention	rhode_island_department_of_health	vic	pb2
B/RhodeIsland/1/2019	centers_for_disease_control_and_prevention	rhode_island_department_of_health	vic	pb2
B/Bangladesh/3025/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/1131/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/1133/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/3065/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Philippines/4/2020	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine	vic	pb2
B/Singapore/KK2799/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Bangladesh/4026/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Victoria/2113/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	pb2
B/Victoria/2110/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	pb2
B/Bangladesh/525/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/1132/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/1121/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/522/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Nepal/20FL0829/2020	national_institute_of_infectious_diseases_(niid)	national_public_health_laboratory	vic	pb2
B/Bangladesh/434/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Bangladesh/4022/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Bhutan/1132/2020	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	pb2
B/Bhutan/1177/2020	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	pb2
B/Bhutan/862/2020	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	pb2
B/Bhutan/1602/2020	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	pb2
B/Bhutan/182/2019	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	pb2
B/India/4060/2020	centers_for_disease_control_and_prevention	national_institute_of_virology	vic	pb2
B/Niigata-C/6/2019	centers_for_disease_control_and_prevention	niigata_city_institute_of_public_health_and_environment	vic	pb2
B/Stockholm/4/2021	public_health_agency_of_sweden	klinisk_mikrobiologi,_karolinska_universitetslaboratoriet,_karolinska_universitetssjukhuset_solna	vic	pb2
B/NewHampshire/1/2021-egg	centers_for_disease_control_and_prevention	new_hampshire_public_health_laboratories	vic	pb2
B/NewHampshire/1/2021	centers_for_disease_control_and_prevention	new_hampshire_public_health_laboratories	vic	pb2
B/Hunan-Tianyuan/1282/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Tianyuan/1288/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Jiangxi-Jizhou/135/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Fujian-Xinluo/11615/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Zhejiang-Jiashan/33/2022	zhejiang_provincial_center_for_disease_control_and_prevention	jiaxing_center_for_disease_control_and_prevention	vic	pb2
B/Zhejiang-Nanhu/1411/2022	zhejiang_provincial_center_for_disease_control_and_prevention	jiaxing_center_for_disease_control_and_prevention	vic	pb2
B/Zhejiang-Jiaojiang/1209/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Louxin/1171/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangxi-Haicheng/1604/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hubei-Zengdou/37/2021-egg	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Shanghai-Changning/1900/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Rencheng/1176/2022	jining_center_for_disease_control_and_prevention	_jining_center_for_disease_control_and_prevention	vic	pb2
B/Rencheng/1169/2022	jining_center_for_disease_control_and_prevention	_jining_center_for_disease_control_and_prevention	vic	pb2
B/Shanghai-Jingan/12767/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Shanghai-Huangpu/1922/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Shanghai-Huangpu/1922/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Jiangsu-Suzhou/12A05/2021	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Zhejiang-Nanhu/11013/2021	zhejiang_provincial_center_for_disease_control_and_prevention	jiaxing_center_for_disease_control_and_prevention	vic	pb2
B/Zhejiang-Xiacheng/11085/2021-egg	pb2	seasonal_vic	vic	pb2
B/Zhejiang-Xiacheng/11085/2021	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Beihu/1596/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Beihu/1542/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Xiangzhou/8316/2022-egg	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Xiangzhou/11487/2022	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Renhua/34/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Zhenjiang/1516/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Zhenjiang/1516/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Zhenjiang/1485/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Zhenjiang/1608/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Shandong-Wulian/326/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Jiangxi-Zhanggong/38/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Dongwanbendi/1674/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Yanfeng/1205/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Yanfeng/1205/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Jiangsu-Suzhou/CML/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Jiangsu-Suzhou/MZY/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Jiangsu-Suzhou/MYL/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Hubei-Dangyang/2300/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hunan-Yuhu/1245/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hainan-Meilan/316/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hainan-Meilan/32/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hainan-Meilan/311/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hainan-Meilan/31/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hainan-Meilan/32/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Zhejiang-Nanhu/1854/2021	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Hubei-Shishou/268/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guizhou-Xixiu/1218/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Henan-Xigong/1326/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Henan-Xigong/1326/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Rencheng/1291/2022	jining_center_for_disease_control_and_prevention	_jining_center_for_disease_control_and_prevention	vic	pb2
B/Rencheng/1252/2022	jining_center_for_disease_control_and_prevention	_jining_center_for_disease_control_and_prevention	vic	pb2
B/Jiangsu-Suzhou/HKR/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Henan-Xigong/1118/2021-egg	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Henan-Luolong/1258/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Henan-Xigong/1118/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Henan-Shihe/1400/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Henan-Luolong/1328/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Shanghai-Qingpu/1658/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hubei-Qiaokou/1425/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Baiyin/1252/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Jingyuan/1211/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Jiangxi-Zhushan/1203/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Jingyuan/1410/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Xifeng/1401/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hubei-Duodao/511/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Guangdong-Xiangzhou/11264/2022	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Wudou/1183/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Baiyin/1246/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Hubei-Qiaokou/1178/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Baiyin/1281/2021	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Gansu-Baiyin/1281/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Rencheng/1125/2022	jining_center_for_disease_control_and_prevention	_jining_center_for_disease_control_and_prevention	vic	pb2
B/Jiangsu-Suzhou/JSM/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
B/Jiangsu-Suzhou/LJY/2022	suzhou_center_for_disease_prevention_and_control	suzhou_center_for_disease_prevention_and_control	vic	pb2
